STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP_in,SNOW_in,SNWD_in,PRCP_mm,Snow_mm,SNWD_mm,TMAX_F,TMIN_F,TOBS_F
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/4/17,,,0,,,0,0,0,53,27,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/5/17,,,0,,,0,0,0,54,32,44
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/6/17,,,0.33,,,8.382,0,0,44,35,43
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/7/17,,,0.92,,,23.368,0,0,50,43,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/8/17,,,0.06,,,1.524,0,0,65,35,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/9/17,,,0,,,0,0,0,68,38,61
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/10/17,,,0,,,0,0,0,63,38,
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/11/17,,,0.23,,,5.842,0,0,48,43,44
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/12/17,,,0,,,0,0,0,57,33,54
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/13/17,,,0,,,0,0,0,58,32,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/14/17,,,0,,,0,0,0,59,36,56
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/15/17,,,0,,,0,0,0,61,34,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/16/17,,,0,,,0,0,0,57,33,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/17/17,,,0,,,0,0,0,49,41,44
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/18/17,,,0.95,,,24.13,0,0,44,33,43
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/19/17,,,0.51,,,12.954,0,0,43,37,42
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/20/17,,,0,,,0,0,0,60,39,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/21/17,,,0.01,,,0.254,0,0,55,45,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/22/17,,,0,,,0,0,0,47,35,40
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/23/17,,,0,,,0,0,0,44,25,40
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/24/17,,,0,,,0,0,0,48,24,39
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/25/17,,,0,,,0,0,0,48,25,38
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/26/17,,,0.21,,,5.334,0,0,38,28,34
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/27/17,,,1.17,,,29.718,0,0,41,29,35
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,2/28/17,,,3.65,,,92.71,0,0,43,31,36
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/1/17,,,0,,,0,0,0,54,28,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/2/17,,,0,,,0,0,0,67,29,63
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/3/17,,,0,,,0,0,0,65,33,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/4/17,,,0,,,0,0,0,58,32,40
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/5/17,,,0,,,0,0,0,42,33,38
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/6/17,,,0.25,,,6.35,0,0,49,26,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/7/17,,,0,,,0,0,0,62,31,58
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/8/17,,,0,,,0,0,0,69,37,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/9/17,,,0,,,0,0,0,70,37,66
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/10/17,,,0,,,0,0,0,70,37,67
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/11/17,,,0,,,0,0,0,72,37,68
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/12/17,,,0,,,0,0,0,72,38,69
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/13/17,,,0,,,0,0,0,76,41,70
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/14/17,,,0,,,0,0,0,74,40,71
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/15/17,,,0,,,0,0,0,71,41,70
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/16/17,,,0,,,0,0,0,70,42,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/17/17,,,0,,,0,0,0,76,41,70
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/18/17,,,0,,,0,0,0,73,42,69
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/19/17,,,0,,,0,0,0,74,43,68
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/20/17,,,0,,,0,0,0,69,45,58
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/21/17,,,0,,,0,0,0,58,38,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/22/17,,,0.15,,,3.81,0,0,50,42,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/23/17,,,0.05,,,1.27,0,0,50,34,45
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/24/17,,,0,,,0,0,0,64,30,54
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/25/17,,,0,,,0,0,0,55,42,53
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/26/17,,,0,,,0,0,0,58,31,52
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/27/17,,,0,,,0,0,0,56,36,53
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/28/17,,,0,,,0,0,0,61,29,57
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/29/17,,,0,,,0,0,0,68,34,58
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/30/17,,,0,,,0,0,0,59,39,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,3/31/17,,,0.04,,,1.016,0,0,66,31,61
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/1/17,,,0,,,0,0,0,64,33,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/2/17,,,0,,,0,0,0,66,37,61
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/3/17,,,0,,,0,0,0,61,36,58
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/4/17,,,0,,,0,0,0,67,36,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/5/17,,,0,,,0,0,0,72,38,66
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/6/17,,,0,,,0,0,0,67,40,61
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/7/17,,,0,,,0,0,0,66,39,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/8/17,,,0,,,0,0,0,55,40,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/9/17,,,0,,,0,0,0,58,27,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/10/17,,,0,,,0,0,0,65,29,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/11/17,,,0,,,0,0,0,65,37,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/12/17,,,0,,,0,0,0,65,37,56
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/13/17,,,0,,,0,0,0,59,36,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/14/17,,,0,,,0,0,0,59,27,54
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/15/17,,,0,,,0,0,0,72,33,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/16/17,,,0,,,0,0,0,70,39,64
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/17/17,,,0,,,0,0,0,68,43,63
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/18/17,,,0,,,0,0,0,64,48,62
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/19/17,,,0,,,0,0,0,65,33,61
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/20/17,,,0,,,0,0,0,70,40,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/21/17,,,0,,,0,0,0,76,42,69
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/22/17,,,0,,,0,0,0,77,42,70
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/23/17,,,0,,,0,0,0,71,42,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/24/17,,,0,,,0,0,0,65,43,55
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/25/17,,,0,,,0,0,0,58,45,50
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/26/17,,,0,,,0,0,0,71,41,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/27/17,,,0,,,0,0,0,70,50,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/28/17,,,0,,,0,0,0,66,42,60
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/29/17,,,0,,,0,0,0,68,42,65
USC00044211,"IDYLLWILD FIRE DEPARTMENT, CA US",33.7572,-116.7066,1639.8,4/30/17,,,0,,,0,0,0,72,36,66
